t_us,voltage_v,current_a,current_ref_a
3788000,4.081,1.980,nan
3790000,4.081,1.980,nan
3792000,4.081,1.980,nan
3794000,4.081,1.980,nan
3796000,4.081,1.980,nan
3798000,4.081,1.980,nan
3800000,4.081,1.980,nan
3802000,4.081,1.980,nan
3804000,4.081,1.980,nan
3806000,4.081,1.980,nan
3808000,4.081,1.980,nan
3810000,4.081,1.980,nan
3812000,4.081,1.980,nan
3814000,4.081,1.980,nan
3816000,4.081,1.980,nan
3818000,4.081,1.980,nan
3820000,4.081,1.980,nan
3822000,4.081,1.980,nan
3824000,4.081,1.980,nan
3826000,4.081,1.980,nan
3828000,4.081,1.980,nan
3830000,4.081,1.980,nan
3832000,4.081,1.980,nan
3834000,4.081,1.980,nan
3836000,4.081,1.980,nan
3838000,4.081,1.980,nan
3840000,4.081,1.980,nan
3842000,4.081,1.980,nan
3844000,4.081,1.980,nan
3846000,4.081,1.980,nan
3848000,4.081,1.980,nan
3850000,4.081,1.980,nan
3852000,4.081,1.980,nan
3854000,4.081,1.980,nan
3856000,4.081,1.980,nan
3858000,4.081,1.980,nan
3860000,4.081,1.980,nan
3862000,4.081,1.980,nan
3864000,4.081,1.980,nan
3866000,4.081,1.980,nan
3868000,4.081,1.980,nan
3870000,4.081,1.980,nan
3872000,4.081,1.980,nan
3874000,4.081,1.980,nan
3876000,4.081,1.980,nan
3878000,4.081,1.980,nan
3880000,4.081,1.980,nan
3882000,4.081,1.980,nan
3884000,4.081,1.980,nan
3886000,4.081,1.980,nan
3888000,4.081,1.980,nan
3890000,4.081,1.980,nan
3892000,4.081,1.980,nan
3894000,4.081,1.980,nan
3896000,4.081,1.980,nan
3898000,4.081,1.980,nan
3900000,4.081,1.980,nan
3902000,4.081,1.980,nan
3904000,4.081,1.980,nan
3906000,4.081,1.980,nan
3908000,4.081,1.980,nan
3910000,4.081,1.980,nan
3912000,4.081,1.980,nan
3914000,4.081,1.980,nan
3916000,4.081,1.980,nan
3918000,4.081,1.980,nan
3920000,4.081,1.980,nan
3922000,4.081,1.980,nan
3924000,4.081,1.980,nan
3926000,4.081,1.980,nan
3928000,4.081,1.980,nan
3930000,4.081,1.980,nan
3932000,4.081,1.980,nan
3934000,4.081,1.980,nan
3936000,4.081,1.980,nan
3938000,4.081,1.980,nan
3940000,4.081,1.980,nan
3942000,4.081,1.980,nan
3944000,4.081,1.980,nan
3946000,4.081,1.980,nan
3948000,4.081,1.980,nan
3950000,4.081,1.980,nan
3952000,4.081,1.980,nan
3954000,4.081,1.980,nan
3956000,4.081,1.980,nan
3958000,4.081,1.980,nan
3960000,4.081,1.980,nan
3962000,4.081,1.980,nan
3964000,4.081,1.980,nan
3966000,4.081,1.980,nan
3968000,4.081,1.980,nan
3970000,4.081,1.980,nan
3972000,4.081,1.980,nan
3974000,4.081,1.980,nan
3976000,4.081,1.980,nan
3978000,4.081,1.980,nan
3980000,4.081,1.980,nan
3982000,4.081,1.980,nan
3984000,4.081,1.980,nan
3986000,4.081,1.980,nan
3988000,4.081,1.980,nan
3990000,4.081,1.980,nan
3992000,4.081,1.980,nan
3994000,4.081,1.980,nan
3996000,4.081,1.980,nan
3998000,4.081,1.980,nan
4000000,4.081,1.980,nan
4002000,4.081,1.980,nan
4004000,4.081,1.980,nan
4006000,4.081,1.980,nan
4008000,4.081,1.980,nan
4010000,4.081,1.980,nan
4012000,4.081,1.980,nan
4014000,4.081,1.980,nan
4016000,4.081,1.980,nan
4018000,4.081,1.980,nan
4020000,4.081,1.980,nan
4022000,4.081,1.980,nan
4024000,4.081,1.980,nan
4026000,4.081,1.980,nan
4028000,4.081,1.980,nan
4030000,4.081,1.980,nan
4032000,4.081,1.980,nan
4034000,4.081,1.980,nan
4036000,4.081,1.980,nan
4038000,4.081,1.980,nan
4040000,4.081,1.980,nan
4042000,4.081,1.980,nan
4044000,4.081,1.980,nan
4046000,4.081,1.980,nan
4048000,4.081,1.980,nan
4050000,4.081,1.980,nan
4052000,4.081,1.980,nan
4054000,4.081,1.980,nan
4056000,4.081,1.980,nan
4058000,4.081,1.980,nan
4060000,4.081,1.980,nan
4062000,4.081,1.980,nan
4064000,4.081,1.980,nan
4066000,4.081,1.980,nan
4068000,4.081,1.980,nan
4070000,4.081,1.980,nan
4072000,4.081,1.980,nan
4074000,4.081,1.980,nan
4076000,4.081,1.980,nan
4078000,4.081,1.980,nan
4080000,4.081,1.980,nan
4082000,4.081,1.980,nan
4084000,4.081,1.980,nan
4086000,4.081,1.980,nan
4088000,4.081,1.980,nan
4090000,4.081,1.980,nan
4092000,4.081,1.980,nan
4094000,4.081,1.980,nan
4096000,4.081,1.980,nan
4098000,4.081,1.980,nan
4100000,4.081,1.980,nan
4102000,4.081,1.980,nan
4104000,4.081,1.980,nan
4106000,4.081,1.980,nan
4108000,4.081,1.980,nan
4110000,4.081,1.980,nan
4112000,4.081,1.980,nan
4114000,4.081,1.980,nan
4116000,4.081,1.980,nan
4118000,4.081,1.980,nan
4120000,4.081,1.980,nan
4122000,4.081,1.980,nan
4124000,4.081,1.980,nan
4126000,4.081,1.980,nan
4128000,4.081,1.980,nan
4130000,4.081,1.980,nan
4132000,4.081,1.980,nan
4134000,4.081,1.980,nan
4136000,4.081,1.980,nan
4138000,4.081,1.980,nan
4140000,4.081,1.980,nan
4142000,4.081,1.980,nan
4144000,4.081,1.980,nan
4146000,4.081,1.980,nan
4148000,4.081,1.980,nan
4150000,4.081,1.980,nan
4152000,4.081,1.980,nan
4154000,4.081,1.980,nan
4156000,4.081,1.980,nan
4158000,4.081,1.980,nan
4160000,4.081,1.980,nan
4162000,4.081,1.980,nan
4164000,4.081,1.980,nan
4166000,4.081,1.980,nan
4168000,4.081,1.980,nan
4170000,4.081,1.980,nan
4172000,4.081,1.980,nan
4174000,4.081,1.980,nan
4176000,4.081,1.980,nan
4178000,4.081,1.980,nan
4180000,4.081,1.980,nan
4182000,4.081,1.980,nan
4184000,4.081,1.980,nan
4186000,4.081,1.980,nan
4188000,4.081,1.980,nan
4190000,4.081,1.980,nan
4192000,4.081,1.980,nan
4194000,4.081,1.980,nan
4196000,4.081,1.980,nan
4198000,4.081,1.980,nan
4200000,4.081,1.980,nan
4202000,4.081,1.980,nan
4204000,4.081,1.980,nan
4206000,4.081,1.980,nan
4208000,4.081,1.980,nan
4210000,4.081,1.980,nan
4212000,4.081,1.980,nan
4214000,4.081,1.980,nan
4216000,4.081,1.980,nan
4218000,4.081,1.980,nan
4220000,4.081,1.980,nan
4222000,4.081,1.980,nan
4224000,4.081,1.980,nan
4226000,4.081,1.980,nan
4228000,4.081,1.980,nan
4230000,4.081,1.980,nan
4232000,4.081,1.980,nan
4234000,4.081,1.980,nan
4236000,4.081,1.980,nan
4238000,4.081,1.980,nan
4240000,4.081,1.980,nan
4242000,4.081,1.980,nan
4244000,4.081,1.980,nan
4246000,4.081,1.980,nan
4248000,4.081,1.980,nan
4250000,4.081,1.980,nan
4252000,4.081,1.980,nan
4254000,4.081,1.980,nan
4256000,4.081,1.980,nan
4258000,4.081,1.980,nan
4260000,4.081,1.980,nan
4262000,4.081,1.980,nan
4264000,4.081,1.980,nan
4266000,4.081,1.980,nan
4268000,4.081,1.980,nan
4270000,4.081,1.980,nan
4272000,4.081,1.980,nan
4274000,4.081,1.980,nan
4276000,4.081,1.980,nan
4278000,4.081,1.980,nan
4280000,4.081,1.980,nan
4282000,4.081,1.980,nan
4284000,4.081,1.980,nan
4286000,4.081,1.980,nan
4288000,4.081,1.980,nan
4290000,4.081,1.980,nan
4292000,4.081,1.980,nan
4294000,4.081,1.980,nan
4296000,4.081,1.980,nan
4298000,4.081,1.980,nan
4300000,4.081,1.980,nan
4302000,4.081,1.980,nan
4304000,4.081,1.980,nan
4306000,4.081,1.980,nan
4308000,4.081,1.980,nan
4310000,4.081,1.980,nan
4312000,4.081,1.980,nan
4314000,4.081,1.980,nan
4316000,4.081,1.980,nan
4318000,4.081,1.980,nan
4320000,4.081,1.980,nan
4322000,4.081,1.980,nan
4324000,4.081,1.980,nan
4326000,4.081,1.980,nan
4328000,4.081,1.980,nan
4330000,4.081,1.980,nan
4332000,4.081,1.980,nan
4334000,4.081,1.980,nan
4336000,4.081,1.980,nan
4338000,4.081,1.980,nan
4340000,4.081,1.980,nan
4342000,4.081,1.980,nan
4344000,4.081,1.980,nan
4346000,4.081,1.980,nan
4348000,4.081,1.980,nan
4350000,4.081,1.980,nan
4352000,4.081,1.980,nan
4354000,4.081,1.980,nan
4356000,4.081,1.980,nan
4358000,4.081,1.980,nan
4360000,4.081,1.980,nan
4362000,4.081,1.980,nan
4364000,4.081,1.980,nan
4366000,4.081,1.980,nan
4368000,4.081,1.980,nan
4370000,4.081,1.980,nan
4372000,4.081,1.980,nan
4374000,4.081,1.980,nan
4376000,4.081,1.980,nan
4378000,4.081,1.980,nan
4380000,4.081,1.980,nan
4382000,4.081,1.980,nan
4384000,4.081,1.980,nan
4386000,4.081,1.980,nan
4388000,4.081,1.980,nan
4390000,4.081,1.980,nan
4392000,4.081,1.980,nan
4394000,4.081,1.980,nan
4396000,4.081,1.980,nan
4398000,4.081,1.980,nan
4400000,4.081,1.980,nan
4402000,4.081,1.980,nan
4404000,4.081,1.980,nan
4406000,4.081,1.980,nan
4408000,4.081,1.980,nan
4410000,4.081,1.980,nan
4412000,4.081,1.980,nan
4414000,4.081,1.980,nan
4416000,4.081,1.980,nan
4418000,4.081,1.980,nan
4420000,4.081,1.980,nan
4422000,4.081,1.980,nan
4424000,4.081,1.980,nan
4426000,4.081,1.980,nan
4428000,4.081,1.980,nan
4430000,4.081,1.980,nan
4432000,4.081,1.980,nan
4434000,4.081,1.980,nan
4436000,4.081,1.980,nan
4438000,4.081,1.980,nan
4440000,4.081,1.980,nan
4442000,4.081,1.980,nan
4444000,4.081,1.980,nan
4446000,4.081,1.980,nan
4448000,4.081,1.980,nan
4450000,4.081,1.980,nan
4452000,4.081,1.980,nan
4454000,4.081,1.980,nan
4456000,4.081,1.980,nan
4458000,4.081,1.980,nan
4460000,4.081,1.980,nan
4462000,4.081,1.980,nan
4464000,4.081,1.980,nan
4466000,4.081,1.980,nan
4468000,4.081,1.980,nan
4470000,4.081,1.980,nan
4472000,4.081,1.980,nan
4474000,4.081,1.980,nan
4476000,4.081,1.980,nan
4478000,4.081,1.980,nan
4480000,4.081,1.980,nan
4482000,4.081,1.980,nan
4484000,4.081,1.980,nan
4486000,4.081,1.980,nan
4488000,4.081,1.980,nan
4490000,4.081,1.980,nan
4492000,4.081,1.980,nan
4494000,4.081,1.980,nan
4496000,4.081,1.980,nan
4498000,4.081,1.980,nan
4500000,4.081,1.980,nan
4502000,4.081,1.980,nan
4504000,4.081,1.980,nan
4506000,4.081,1.980,nan
4508000,4.081,1.980,nan
4510000,4.081,1.980,nan
4512000,4.081,1.980,nan
4514000,4.081,1.980,nan
4516000,4.081,1.980,nan
4518000,4.081,1.980,nan
4520000,4.081,1.980,nan
4522000,4.081,1.980,nan
4524000,4.081,1.980,nan
4526000,4.081,1.980,nan
4528000,4.081,1.980,nan
4530000,4.081,1.980,nan
4532000,4.081,1.980,nan
4534000,4.081,1.980,nan
4536000,4.081,1.980,nan
4538000,4.081,1.980,nan
4540000,4.081,1.980,nan
4542000,4.081,1.980,nan
4544000,4.081,1.980,nan
4546000,4.081,1.980,nan
4548000,4.081,1.980,nan
4550000,4.081,1.980,nan
4552000,4.081,1.980,nan
4554000,4.081,1.980,nan
4556000,4.081,1.980,nan
4558000,4.081,1.980,nan
4560000,4.081,1.980,nan
4562000,4.081,1.980,nan
4564000,4.081,1.980,nan
4566000,4.081,1.980,nan
4568000,4.081,1.980,nan
4570000,4.081,1.980,nan
4572000,4.081,1.980,nan
4574000,4.081,1.980,nan
4576000,4.081,1.980,nan
4578000,4.081,1.980,nan
4580000,4.081,1.980,nan
4582000,4.081,1.980,nan
4584000,4.081,1.980,nan
4586000,4.081,1.980,nan
4588000,4.081,1.980,nan
4590000,4.081,1.980,nan
4592000,4.081,1.980,nan
4594000,4.081,1.980,nan
4596000,4.081,1.980,nan
4598000,4.081,1.980,nan
4600000,4.081,1.980,nan
4602000,4.081,1.980,nan
4604000,4.081,1.980,nan
4606000,4.081,1.980,nan
4608000,4.081,1.980,nan
4610000,4.081,1.980,nan
4612000,4.081,1.980,nan
4614000,4.081,1.980,nan
4616000,4.081,1.980,nan
4618000,4.081,1.980,nan
4620000,4.081,1.980,nan
4622000,4.081,1.980,nan
4624000,4.081,1.980,nan
4626000,4.081,1.980,nan
4628000,4.081,1.980,nan
4630000,4.081,1.980,nan
4632000,4.081,1.980,nan
4634000,4.081,1.980,nan
4636000,4.081,1.980,nan
4638000,4.081,1.980,nan
4640000,4.081,1.980,nan
4642000,4.081,1.980,nan
4644000,4.081,1.980,nan
4646000,4.081,1.980,nan
4648000,4.081,1.980,nan
4650000,4.081,1.980,nan
4652000,4.081,1.980,nan
4654000,4.081,1.980,nan
4656000,4.081,1.980,nan
4658000,4.081,1.980,nan
4660000,4.081,1.980,nan
4662000,4.081,1.980,nan
4664000,4.081,1.980,nan
4666000,4.081,1.980,nan
4668000,4.081,1.980,nan
4670000,4.081,1.980,nan
4672000,4.081,1.980,nan
4674000,4.081,1.980,nan
4676000,4.081,1.980,nan
4678000,4.081,1.980,nan
4680000,4.081,1.980,nan
4682000,4.081,1.980,nan
4684000,4.081,1.980,nan
4686000,4.081,1.980,nan
4688000,4.081,1.980,nan
4690000,4.081,1.980,nan
4692000,4.081,1.980,nan
4694000,4.081,1.980,nan
4696000,4.081,1.980,nan
4698000,4.081,1.980,nan
4700000,4.081,1.980,nan
4702000,4.081,1.980,nan
4704000,4.081,1.980,nan
4706000,4.081,1.980,nan
4708000,4.081,1.980,nan
4710000,4.081,1.980,nan
4712000,4.081,1.980,nan
4714000,4.081,1.980,nan
4716000,4.081,1.980,nan
4718000,4.081,1.980,nan
4720000,4.081,1.980,nan
4722000,4.081,1.980,nan
4724000,4.081,1.980,nan
4726000,4.081,1.980,nan
4728000,4.081,1.980,nan
4730000,4.081,1.980,nan
4732000,4.081,1.980,nan
4734000,4.081,1.980,nan
4736000,4.081,1.980,nan
4738000,4.081,1.980,nan
4740000,4.081,1.980,nan
4742000,4.081,1.980,nan
4744000,4.081,1.980,nan
4746000,4.081,1.980,nan
4748000,4.081,1.980,nan
4750000,4.081,1.980,nan
4752000,4.081,1.980,nan
4754000,4.081,1.980,nan
4756000,4.081,1.980,nan
4758000,4.081,1.980,nan
4760000,4.081,1.980,nan
4762000,4.081,1.980,nan
4764000,4.081,1.980,nan
4766000,4.081,1.980,nan
4768000,4.081,1.980,nan
4770000,4.081,1.980,nan
4772000,4.081,1.980,nan
4774000,4.081,1.980,nan
4776000,4.081,1.980,nan
4778000,4.081,1.980,nan
4780000,4.081,1.980,nan
4782000,4.081,1.980,nan
4784000,4.081,1.980,nan
4786000,4.081,1.980,nan
4788000,4.081,1.980,nan
4790000,4.081,1.980,nan
4792000,4.081,1.980,nan
4794000,4.081,1.980,nan
4796000,4.081,1.980,nan
4798000,4.081,1.980,nan
4800000,4.081,1.980,nan
4802000,4.081,1.980,nan
4804000,4.081,1.980,nan
4806000,4.081,1.980,nan
4808000,4.081,1.980,nan
4810000,4.081,1.980,nan
4812000,4.081,1.980,nan
4814000,4.081,1.980,nan
4816000,4.081,1.980,nan
4818000,4.081,1.980,nan
4820000,4.081,1.980,nan
4822000,4.081,1.980,nan
4824000,4.081,1.980,nan
4826000,4.081,1.980,nan
4828000,4.081,1.980,nan
4830000,4.081,1.980,nan
4832000,4.081,1.980,nan
4834000,4.081,1.980,nan
4836000,4.081,1.980,nan
4838000,4.081,1.980,nan
4840000,4.081,1.980,nan
4842000,4.081,1.980,nan
4844000,4.081,1.980,nan
4846000,4.081,1.980,nan
4848000,4.081,1.980,nan
4850000,4.081,1.980,nan
4852000,4.081,1.980,nan
4854000,4.081,1.980,nan
4856000,4.081,1.980,nan
4858000,4.081,1.980,nan
4860000,4.081,1.980,nan
4862000,4.081,1.980,nan
4864000,4.081,1.980,nan
4866000,4.081,1.980,nan
4868000,4.081,1.980,nan
4870000,4.081,1.980,nan
4872000,4.081,1.980,nan
4874000,4.081,1.980,nan
4876000,4.081,1.980,nan
4878000,4.081,1.980,nan
4880000,4.081,1.980,nan
4882000,4.081,1.980,nan
4884000,4.081,1.980,nan
4886000,4.081,1.980,nan
4888000,4.081,1.980,nan
4890000,4.081,1.980,nan
4892000,4.081,1.980,nan
4894000,4.081,1.980,nan
4896000,4.081,1.980,nan
4898000,4.081,1.980,nan
4900000,4.081,1.980,nan
4902000,4.081,1.980,nan
4904000,4.081,1.980,nan
4906000,4.081,1.980,nan
4908000,4.081,1.980,nan
4910000,4.081,1.980,nan
4912000,4.081,1.980,nan
4914000,4.081,1.980,nan
4916000,4.081,1.980,nan
4918000,4.081,1.980,nan
4920000,4.081,1.980,nan
4922000,4.081,1.980,nan
4924000,4.081,1.980,nan
4926000,4.081,1.980,nan
4928000,4.081,1.980,nan
4930000,4.081,1.980,nan
4932000,4.081,1.980,nan
4934000,4.081,1.980,nan
4936000,4.081,1.980,nan
4938000,4.081,1.980,nan
4940000,4.081,1.980,nan
4942000,4.081,1.980,nan
4944000,4.081,1.980,nan
4946000,4.081,1.980,nan
4948000,4.081,1.980,nan
4950000,4.081,1.980,nan
4952000,4.081,1.980,nan
4954000,4.081,1.980,nan
4956000,4.081,1.980,nan
4958000,4.081,1.980,nan
4960000,4.081,1.980,nan
4962000,4.081,1.980,nan
4964000,4.081,1.980,nan
4966000,4.081,1.980,nan
4968000,4.081,1.980,nan
4970000,4.081,1.980,nan
4972000,4.081,1.980,nan
4974000,4.081,1.980,nan
4976000,4.081,1.980,nan
4978000,4.081,1.980,nan
4980000,4.081,1.980,nan
4982000,4.081,1.980,nan
4984000,4.081,1.980,nan
4986000,4.081,1.980,nan
4988000,4.081,1.980,nan
4990000,4.081,1.980,nan
4992000,4.081,1.980,nan
4994000,4.081,1.980,nan
4996000,4.081,1.980,nan
4998000,4.081,1.980,nan
5000000,4.081,1.980,nan
5002000,4.081,1.980,nan
5004000,4.081,1.980,nan
5006000,4.081,1.980,nan
5008000,4.081,1.980,nan
5010000,4.081,1.980,nan
5012000,4.081,1.980,nan
5014000,4.081,1.980,nan
5016000,4.081,1.980,nan
5018000,4.081,1.980,nan
5020000,4.081,1.980,nan
5022000,4.081,1.980,nan
5024000,4.081,1.980,nan
5026000,4.081,1.980,nan
5028000,4.081,1.980,nan
5030000,4.081,1.980,nan
5032000,4.081,1.980,nan
5034000,4.081,1.980,nan
5036000,4.081,1.980,nan
5038000,4.081,1.980,nan
5040000,4.081,1.980,nan
5042000,4.081,1.980,nan
5044000,4.081,1.980,nan
5046000,4.081,1.980,nan
5048000,4.081,1.980,nan
5050000,4.081,1.980,nan
5052000,4.081,1.980,nan
5054000,4.081,1.980,nan
5056000,4.081,1.980,nan
5058000,4.081,1.980,nan
5060000,4.081,1.980,nan
5062000,4.081,1.980,nan
5064000,4.081,1.980,nan
5066000,4.081,1.980,nan
5068000,4.081,1.980,nan
5070000,4.081,1.980,nan
5072000,4.081,1.980,nan
5074000,4.081,1.980,nan
5076000,4.081,1.980,nan
5078000,4.081,1.980,nan
5080000,4.081,1.980,nan
5082000,4.081,1.980,nan
5084000,4.081,1.980,nan
5086000,4.081,1.980,nan
5088000,4.081,1.980,nan
5090000,4.081,1.980,nan
5092000,4.081,1.980,nan
5094000,4.081,1.980,nan
5096000,4.081,1.980,nan
5098000,4.081,1.980,nan
5100000,4.081,1.980,nan
5102000,4.081,1.980,nan
5104000,4.081,1.980,nan
5106000,4.081,1.980,nan
5108000,4.081,1.980,nan
5110000,4.081,1.980,nan
5112000,4.081,1.980,nan
5114000,4.081,1.980,nan
5116000,4.081,1.980,nan
5118000,4.081,1.980,nan
5120000,4.081,1.980,nan
5122000,4.081,1.980,nan
5124000,4.081,1.980,nan
5126000,4.081,1.980,nan
5128000,4.081,1.980,nan
5130000,4.081,1.980,nan
5132000,4.081,1.980,nan
5134000,4.081,1.980,nan
5136000,4.081,1.980,nan
5138000,4.081,1.980,nan
5140000,4.081,1.980,nan
5142000,4.081,1.980,nan
5144000,4.081,1.980,nan
5146000,4.081,1.980,nan
5148000,4.081,1.980,nan
5150000,4.081,1.980,nan
5152000,4.081,1.980,nan
5154000,4.081,1.980,nan
5156000,4.081,1.980,nan
5158000,4.081,1.980,nan
5160000,4.081,1.980,nan
5162000,4.081,1.980,nan
5164000,4.081,1.980,nan
5166000,4.081,1.980,nan
5168000,4.081,1.980,nan
5170000,4.081,1.980,nan
5172000,4.081,1.980,nan
5174000,4.081,1.980,nan
5176000,4.081,1.980,nan
5178000,4.081,1.980,nan
5180000,4.081,1.980,nan
5182000,4.081,1.980,nan
5184000,4.081,1.980,nan
5186000,4.081,1.980,nan
5188000,4.081,1.980,nan
5190000,4.081,1.980,nan
5192000,4.081,1.980,nan
5194000,4.081,1.980,nan
5196000,4.081,1.980,nan
5198000,4.081,1.980,nan
5200000,4.081,1.980,nan
5202000,4.081,1.980,nan
5204000,4.081,1.980,nan
5206000,4.081,1.980,nan
5208000,4.081,1.980,nan
5210000,4.081,1.980,nan
5212000,4.081,1.980,nan
5214000,4.081,1.980,nan
5216000,4.081,1.980,nan
5218000,4.081,1.980,nan
5220000,4.081,1.980,nan
5222000,4.081,1.980,nan
5224000,4.081,1.980,nan
5226000,4.081,1.980,nan
5228000,4.081,1.980,nan
5230000,4.081,1.980,nan
5232000,4.081,1.980,nan
5234000,4.081,1.980,nan
5236000,4.081,1.980,nan
5238000,4.081,1.980,nan
5240000,4.081,1.980,nan
5242000,4.081,1.980,nan
5244000,4.081,1.980,nan
5246000,4.081,1.980,nan
5248000,4.081,1.980,nan
5250000,4.081,1.980,nan
5252000,4.081,1.980,nan
5254000,4.081,1.980,nan
5256000,4.081,1.980,nan
5258000,4.081,1.980,nan
5260000,4.081,1.980,nan
5262000,4.081,1.980,nan
5264000,4.081,1.980,nan
5266000,4.081,1.980,nan
5268000,4.081,1.980,nan
5270000,4.081,1.980,nan
5272000,4.081,1.980,nan
5274000,4.081,1.980,nan
5276000,4.081,1.980,nan
5278000,4.081,1.980,nan
5280000,4.081,1.980,nan
5282000,4.081,1.980,nan
5284000,4.081,1.980,nan
5286000,4.081,1.980,nan
5288000,4.081,1.980,nan
5290000,4.081,1.980,nan
5292000,4.081,1.980,nan
5294000,4.081,1.980,nan
5296000,4.081,1.980,nan
5298000,4.081,1.980,nan
5300000,4.081,1.980,nan
5302000,4.081,1.980,nan
5304000,4.081,1.980,nan
5306000,4.081,1.980,nan
5308000,4.081,1.980,nan
5310000,4.081,1.980,nan
5312000,4.081,1.980,nan
5314000,4.081,1.980,nan
5316000,4.081,1.980,nan
5318000,4.081,1.980,nan
5320000,4.081,1.980,nan
5322000,4.081,1.980,nan
5324000,4.081,1.980,nan
5326000,4.081,1.980,nan
5328000,4.081,1.980,nan
5330000,4.081,1.980,nan
5332000,4.081,1.980,nan
5334000,4.081,1.980,nan
5336000,4.081,1.980,nan
5338000,4.081,1.980,nan
5340000,4.081,1.980,nan
5342000,4.081,1.980,nan
5344000,4.081,1.980,nan
5346000,4.081,1.980,nan
5348000,4.081,1.980,nan
5350000,4.081,1.980,nan
5352000,4.081,1.980,nan
5354000,4.081,1.980,nan
5356000,4.081,1.980,nan
5358000,4.081,1.980,nan
5360000,4.081,1.980,nan
5362000,4.081,1.980,nan
5364000,4.081,1.980,nan
5366000,4.081,1.980,nan
5368000,4.081,1.980,nan
5370000,4.081,1.980,nan
5372000,4.081,1.980,nan
5374000,4.081,1.980,nan
5376000,4.081,1.980,nan
5378000,4.081,1.980,nan
5380000,4.081,1.980,nan
5382000,4.081,1.980,nan
5384000,4.081,1.980,nan
5386000,4.081,1.980,nan
5388000,4.081,1.980,nan
5390000,4.081,1.980,nan
5392000,4.081,1.980,nan
5394000,4.081,1.980,nan
5396000,4.081,1.980,nan
5398000,4.081,1.980,nan
5400000,4.081,1.980,nan
5402000,4.081,1.980,nan
5404000,4.081,1.980,nan
5406000,4.081,1.980,nan
5408000,4.081,1.980,nan
5410000,4.081,1.980,nan
5412000,4.081,1.980,nan
5414000,4.081,1.980,nan
5416000,4.081,1.980,nan
5418000,4.081,1.980,nan
5420000,4.081,1.980,nan
5422000,4.081,1.980,nan
5424000,4.081,1.980,nan
5426000,4.081,1.980,nan
5428000,4.081,1.980,nan
5430000,4.081,1.980,nan
5432000,4.081,1.980,nan
5434000,4.081,1.980,nan
5436000,4.081,1.980,nan
5438000,4.081,1.980,nan
5440000,4.081,1.980,nan
5442000,4.081,1.980,nan
5444000,4.081,1.980,nan
5446000,4.081,1.980,nan
5448000,4.081,1.980,nan
5450000,4.081,1.980,nan
5452000,4.081,1.980,nan
5454000,4.081,1.980,nan
5456000,4.081,1.980,nan
5458000,4.081,1.980,nan
5460000,4.081,1.980,nan
5462000,4.081,1.980,nan
5464000,4.081,1.980,nan
5466000,4.081,1.980,nan
5468000,4.081,1.980,nan
5470000,4.081,1.980,nan
5472000,4.081,1.980,nan
5474000,4.081,1.980,nan
5476000,4.081,1.980,nan
5478000,4.081,1.980,nan
5480000,4.081,1.980,nan
5482000,4.081,1.980,nan
5484000,4.081,1.980,nan
5486000,4.081,1.980,nan
5488000,4.081,1.980,nan
5490000,4.081,1.980,nan
5492000,4.081,1.980,nan
5494000,4.081,1.980,nan
5496000,4.081,1.980,nan
5498000,4.081,1.980,nan
5500000,4.177,0.380,nan
5502000,4.177,0.380,nan
5504000,4.177,0.380,nan
5506000,4.177,0.380,nan
5508000,4.177,0.380,nan
5510000,4.177,0.380,nan
5512000,4.177,0.380,nan
5514000,4.177,0.380,nan
5516000,4.177,0.380,nan
5518000,4.177,0.380,nan
5520000,4.177,0.380,nan
5522000,4.177,0.380,nan
5524000,4.177,0.380,nan
5526000,4.177,0.380,nan
5528000,4.177,0.380,nan
5530000,4.177,0.380,nan
5532000,4.177,0.380,nan
5534000,4.177,0.380,nan
5536000,4.177,0.380,nan
5538000,4.177,0.380,nan
5540000,4.177,0.380,nan
5542000,4.177,0.380,nan
5544000,4.177,0.380,nan
5546000,4.177,0.380,nan
5548000,4.177,0.380,nan
5550000,4.177,0.380,nan
5552000,4.177,0.380,nan
5554000,4.177,0.380,nan
5556000,4.177,0.380,nan
5558000,4.177,0.380,nan
5560000,4.177,0.380,nan
5562000,4.177,0.380,nan
5564000,4.177,0.380,nan
5566000,4.177,0.380,nan
5568000,4.177,0.380,nan
5570000,4.177,0.380,nan
5572000,4.177,0.380,nan
5574000,4.177,0.380,nan
5576000,4.177,0.380,nan
5578000,4.177,0.380,nan
5580000,4.177,0.380,nan
5582000,4.177,0.380,nan
5584000,4.177,0.380,nan
5586000,4.177,0.380,nan
5588000,4.177,0.380,nan
5590000,4.177,0.380,nan
5592000,4.177,0.380,nan
5594000,4.177,0.380,nan
5596000,4.177,0.380,nan
5598000,4.177,0.380,nan
5600000,4.177,0.380,nan
5602000,4.177,0.380,nan
5604000,4.177,0.380,nan
5606000,4.177,0.380,nan
5608000,4.177,0.380,nan
5610000,4.177,0.380,nan
5612000,4.177,0.380,nan
5614000,4.177,0.380,nan
5616000,4.177,0.380,nan
5618000,4.177,0.380,nan
5620000,4.177,0.380,nan
5622000,4.177,0.380,nan
5624000,4.177,0.380,nan
5626000,4.177,0.380,nan
5628000,4.177,0.380,nan
5630000,4.177,0.380,nan
5632000,4.177,0.380,nan
5634000,4.177,0.380,nan
5636000,4.177,0.380,nan
5638000,4.177,0.380,nan
5640000,4.177,0.380,nan
5642000,4.177,0.380,nan
5644000,4.177,0.380,nan
5646000,4.177,0.380,nan
5648000,4.177,0.380,nan
